------------------------------------------------------------
Client connecting to 10.0.0.5, TCP port 5002 with pid 118593
Write buffer size:  128 KByte
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  3] local 10.0.0.4 port 39428 connected with 10.0.0.5 port 5002 (ct=138.37 ms)
[ ID] Interval            Transfer    Bandwidth       Write/Err  Rtry     Cwnd/RTT        NetPwr
[  3] 0.0000-1.0000 sec  7.50 MBytes  62.9 Mbits/sec  60/0          0      195K/120293 us  65.38
[  3] 1.0000-2.0000 sec  4.88 MBytes  40.9 Mbits/sec  39/0          0      438K/83048 us  61.55
[  3] 2.0000-3.0000 sec  7.50 MBytes  62.9 Mbits/sec  60/0          0      535K/63816 us  123.23
[  3] 3.0000-4.0000 sec  6.25 MBytes  52.4 Mbits/sec  50/0          0      487K/64760 us  101.20
[  3] 4.0000-5.0000 sec  6.12 MBytes  51.4 Mbits/sec  49/0          0      292K/62326 us  103.05
[  3] 5.0000-6.0000 sec  6.25 MBytes  52.4 Mbits/sec  50/0          0      438K/66870 us  98.01
[  3] 6.0000-7.0000 sec  5.00 MBytes  41.9 Mbits/sec  40/0          0      243K/67864 us  77.26
[  3] 7.0000-8.0000 sec  7.50 MBytes  62.9 Mbits/sec  60/0          0      340K/67613 us  116.31
[  3] 8.0000-9.0000 sec  6.12 MBytes  51.4 Mbits/sec  49/0          0      438K/61343 us  104.70
[  3] 9.0000-10.0000 sec  7.50 MBytes  62.9 Mbits/sec  60/0          0      585K/64605 us  121.73
[  3] 10.0000-11.0000 sec  7.50 MBytes  62.9 Mbits/sec  60/0          0      585K/61553 us  127.77
[  3] 11.0000-12.0000 sec  6.12 MBytes  51.4 Mbits/sec  49/0          0      438K/67156 us  95.64
[  3] 12.0000-13.0000 sec  7.50 MBytes  62.9 Mbits/sec  60/0          0      340K/65416 us  120.22
[  3] 13.0000-14.0000 sec  7.50 MBytes  62.9 Mbits/sec  60/0          0      633K/69093 us  113.82
[  3] 14.0000-15.0000 sec  8.62 MBytes  72.4 Mbits/sec  69/0          0      535K/60949 us  148.39
[  3] 15.0000-16.0000 sec  7.50 MBytes  62.9 Mbits/sec  60/0          0      438K/66168 us  118.85
[  3] 16.0000-17.0000 sec  6.25 MBytes  52.4 Mbits/sec  50/0          0      535K/65118 us  100.64
[  3] 17.0000-18.0000 sec  6.12 MBytes  51.4 Mbits/sec  49/0          0      487K/83092 us  77.29
[  3] 18.0000-19.0000 sec  6.25 MBytes  52.4 Mbits/sec  50/0          0      292K/66238 us  98.94
[  3] 19.0000-20.0000 sec  7.50 MBytes  62.9 Mbits/sec  60/0          0      390K/63975 us  122.93
[  3] 20.0000-21.0000 sec  6.25 MBytes  52.4 Mbits/sec  50/0          0      243K/61184 us  107.11
[  3] 21.0000-22.0000 sec  7.50 MBytes  62.9 Mbits/sec  60/0          0      487K/68079 us  115.52
[  3] 22.0000-23.0000 sec  7.38 MBytes  61.9 Mbits/sec  59/0          0      390K/67209 us  115.06
[  3] 23.0000-24.0000 sec  7.50 MBytes  62.9 Mbits/sec  60/0          0      633K/63695 us  123.47
[  3] 24.0000-25.0000 sec  7.50 MBytes  62.9 Mbits/sec  60/0          0      585K/61131 us  128.65
[  3] 25.0000-26.0000 sec  7.38 MBytes  61.9 Mbits/sec  59/0          0      585K/60510 us  127.80
[  3] 26.0000-27.0000 sec  7.50 MBytes  62.9 Mbits/sec  60/0          0      487K/60526 us  129.93
[  3] 27.0000-28.0000 sec  6.25 MBytes  52.4 Mbits/sec  50/0          0      633K/66709 us  98.24
[  3] 28.0000-29.0000 sec  8.62 MBytes  72.4 Mbits/sec  69/0          0      535K/62402 us  144.93
[  3] 29.0000-30.0000 sec  6.25 MBytes  52.4 Mbits/sec  50/0          0      243K/64219 us  102.05
[  3] 0.0000-30.0201 sec   208 MBytes  58.0 Mbits/sec  1661/0          0       -1K/67565 us  107.34
